,negatif,neutre,positif,verbatim
718,0,1.0,0.0,parfois les reponses mettent quelques minutes.
719,0,0.0,1.0,"l agent Julie a ete bien precis et ce n est pas possible pour moi d avoir un compte si je ne suis pas francais . 
"
720,0,0.0,1.0,"rien a dire, c etait clair et limpide !
"
721,0,0.0,1.0,echange super rapide et efficace
722,0,1.0,0.0,tres bon conseiller - c est le service reclamation qui est nul
723,0,1.0,0.0,c est dommage de constater que des etudiants etrangers vivant a Paris ne puissent pas ouvrir un compte chez HelloBank
724,1,0.0,0.0,"On me dit que  Thomas  va repondre a ma question et au bout de 3 mn il ne se passe rien... De plus, je ne peux pas telecharger mes justificatifs a partir de votre site. Je pense qu il y a un bug... Mon no de dossier : 33922359436"
725,0,1.0,0.0,"Rapidite de reponse et solution a ma premiere question. Par contre, je n ai pas eu de reponse a mon deuxieme souci."
726,1,0.0,0.0,probleme decommuniction dans les papiers necessaire
727,0,1.0,0.0,Cela m aide a repondre a mes interrogations.
728,0,0.0,1.0,Tres Bien
729,0,0.0,1.0,"pas de communication avec le service ouverture de compte, je suis sur le point d annuler"
730,0,1.0,0.0,TEST MOA EMILIEN 17/11/2016 - 9H16
731,0,1.0,0.0,TEST MOA EMILIEN 17/11/2016
732,1,0.0,0.0,"Inadmissible, j essaie depuis plusieurs jour de changer d adresse dans mon profil sans succes. JE crois que je vais tout resilier chez Hellobank,"
733,1,0.0,0.0,"Pas le temps de le taper


 "
734,0,0.0,1.0,"Tout etait parfait
"
735,1,0.0,0.0,"service minable, c est inadmissible"
736,0,0.0,1.0,"Rien a dire, c etait parfait."
737,0,1.0,0.0,Vous n avez qu a relire la conversation 
738,1,0.0,0.0,cloture de mon compte courant sans raison... bravo!
739,0,0.0,1.0,"Benjamin, a repondu a mes questions clairement."
740,0,0.0,1.0,"Rapidide de reponse, facilite a trouver le chat en ligne, tres agreable"
741,1,0.0,0.0,je suis rentre dans le mode de UBU...
742,1,0.0,0.0,"Tres mauvais service, incomprehensible, ne renseigne pas les gens et ne repond pas aux questions posees, coupe le chat a sa guise"
743,0,0.0,1.0,A parfaitement repondu a mes interrogations
744,0,0.0,1.0,Tres reactif. Tres bon service. Je suis satisfait.
745,0,0.0,1.0,Reactivite 
746,1,0.0,0.0,si on gagne pas 3000 EUROS par mois ses foutu j aimerais bien savoir quel type de client vous aidez
747,1,0.0,0.0,"j ai demande des informations on m a dit de regarder sur le site internet hello bank. Temps perdu, inutile"
748,0,1.0,0.0,reponse claire et rapide du conseiller.
749,1,0.0,0.0,aucune reponse a ma question!
750,0,1.0,0.0,on a repondu a mes questions
751,0,1.0,0.0,"il serait interessant de pouvoir s envoyer la conversation par email, comme le fond Amazon ou autre"
752,0,0.0,1.0,super reactivite avec reponses claires
753,0,0.0,1.0,"Tres bonne communication, reactif !"
754,1,0.0,0.0,Pas de reponses
755,0,1.0,0.0,aucun information concernant le delai d ouverture de compte
756,0,0.0,1.0,Pro
757,1,0.0,0.0,Vos conseiller donne des indications contraire les uns des autres je suis tres decue
758,1,0.0,0.0,vous etes de vrais fumistes.
759,0,0.0,1.0,"Tres bon conseille
"
760,0,0.0,1.0,"Les reponses etaient claires, precises et rapides."
761,0,0.0,1.0,rapide et precis
762,0,1.0,0.0,echange clair et precis
763,0,0.0,1.0,"Tout a fait bien renseigne et le plaisir d avoir ete appele, merci Maxime"
764,0,1.0,0.0,La discussion n etait pas terminee!!!!!!!
765,1,0.0,0.0,pas de retour ? ne sais pas le statut de ma demande et je n arrive tjs pas a joindre vos services
766,1,0.0,0.0,chat coupe et personne repond depuis samedi
767,0,1.0,0.0,Pas de reponse sur le suivi du dossier
768,0,0.0,1.0,"Reponses a toutes mes questions, reactif !"
769,0,0.0,1.0,tres bien renseigne. excellent interlocuteur
770,0,0.0,1.0,rapidite des reponses et fiablilite
771,0,0.0,1.0, claire preci et rapide 
772,0,1.0,0.0,"Rapide, concis, manquerais peut etre justement un peu plus de developpement dans les reponses."
773,0,0.0,1.0,reponse a toutes mes questions! parfait
774,1,0.0,0.0,carte visa premier accessible des 1400? en reseau
775,0,0.0,1.0,Merci c est exactement ce que l on attend
776,1,0.0,0.0,service de merde
777,0,1.0,0.0,La necessite de solliciter une intervention du service informatique avec le delai de 48 h pour pouvoir transferer ma cle digitale sur un nouveau telephone. Procedure trop lourde pour une operation pas tellement exceptionnelle !
778,1,0.0,0.0,Le demande de justificatif de logeur dans une appartement ou ma femme est proprietaire.  dossier no 16897073492 
779,0,0.0,1.0,J ai eu toutes les informations que je souhaitais
780,0,0.0,1.0,super conseiller
781,0,1.0,0.0,TEST MOA EMILIEN - 23/11/2016 - 9h12
782,0,0.0,1.0,rapidite et clarte 
783,1,0.0,0.0,pas de reponse a ma question qui etait je n ai pas de portable et je n en veux pas donc impossible d ouvrir un compte
784,0,1.0,0.0,Tres convivial a dialoguer
785,1,0.0,0.0,La personne a quitte la conversation. 
786,0,0.0,1.0,Sonia s est occupee de ma demande rapidement et efficacement. S agissant d une demande urgente elle m as repondue de suite. En esperant que l operation demandee sera a l image de la rapidite et de l efficacite de leur conseillere.
787,0,0.0,1.0,Rapide et precis. Rien a redire
788,0,0.0,1.0,"J ai eu toutes les reponses a mes demandes, encore bravo et merci pour votre reactivite.
"
789,0,1.0,0.0,"apres avoir presente mon probleme, on me demande de faire un mail pour le reexpliquer et etre recontacter par un conseiller. La disucssion a ete une perte de temps."
790,0,1.0,0.0,satisfait malgre un petit d attente
791,1,0.0,0.0,Pas de traitement de ma demande 
792,0,1.0,0.0,Peu d infos pointus pour les prospects. Les cartes gratuites ne sont pas la seule raison pour ouvrir un compte !
793,0,0.0,1.0,Conseiller reactif et aidant. Merci a lui 
794,1,0.0,0.0,je n ai pas eu la reponse a ma question et vous avez ferme la conversation alors que je venais de poser une question ...
795,0,0.0,1.0,Le conseiller a repondu a toutes mes questions de facon claire et rapide.
796,1,0.0,0.0,ca cupe
797,1,0.0,0.0,pas de solutions
798,0,0.0,1.0,Je veux a voire ma carte gratuit a vie c est quant je vas a voire m a carte gratuit a vie 
799,1,0.0,0.0,la conversation a ete arretee en plein cours
800,0,1.0,0.0,Conseille efficace 
801,0,1.0,0.0,Le contact avec le conseiller a ete courtois mais ce sont les procedures longues de Hellobank qui sont loin d etre satisfaisantes ! Je suis plutot decu du debut de collaboration avec la banque
802,0,1.0,0.0,Reponse rapide
803,0,1.0,0.0,"Reponse en rapport avec la question en peu d echanges. Point negatif, un peu d attente (Plus de 15 min pour une question tres simple mais n ayant pas reponse dans la FAQ)"
804,0,1.0,0.0,"INFORMATION A PROPOS DE PLAFOND DE RETRAIT. CE QU ON M A DIT EST VRAI, C EST CE QUI EST ECRIT, COMME LE DISTRIBUTEUR AUTOMATIQUE FAIT SON TRUC JE VAIS ESSAYER UN AUTRE DISTRIBUTEUR"
805,0,0.0,1.0,reponse claire et precise en peu de temps
806,1,0.0,0.0,"Quand on essaye d ameuter de nouveaux clients avec des offres allechantes, on essaye au moins d avoir un service qui suit histoire de rassurer les futurs clients qui se retrouvent avec un compte inutilisable et 300?  bloques  !"
807,1,0.0,0.0,Le conseiller ne m a jamais repondu!
808,1,0.0,0.0,Personne me repond!!!
809,0,0.0,1.0,Tres satisfaisant malgre le fait que la  situation  n as pas pu avancer.
810,0,0.0,1.0,Le relationnel avec le conseiller Mtanios et l aide que le conseiller a pu m apporter 
811,1,0.0,0.0,"Ma carte a ete bloquee en ligne, impossible de la reactiver, le conseiller est incapable de m aider."
812,0,0.0,1.0,Clarete
813,0,1.0,0.0,reponse rapide sur l avance de mon dossier
814,1,0.0,0.0,J ai envoye un message il y a une semaine et personne n a repondu ? merci de repondre :vmonavon@hotmail.com -Dossier No 13990823412
815,0,1.0,0.0,Peut etre un peu plus de conseiller pour des reponses plus rapide.
816,0,1.0,0.0,nous n vons pas ete a la fin de la conversation
817,1,0.0,0.0,Une catastrophe. Le chat a quitte sans reponse...
818,0,1.0,0.0,"rapide, clair et precis"
819,0,1.0,0.0,Le conseiller a su trouver une solution mais il aura fallu insister un peu. Mais globalement satisfait puisque j ai une reponse favorable a ma question.
820,0,1.0,0.0,Il est difficile de rentrer en contact avec un conseil (service surcharge) mais quand on y arrive c est efficace.
821,0,0.0,1.0,on m a donne une procedure je vais l activer en esperant que cela fonctionnera
822,1,0.0,0.0,"Aucune reponse de la part du conseiller, Delai de reponse tres long. Inadmissible"
823,1,0.0,0.0,chat sans reponse
824,0,1.0,0.0,Formulaire de demande en ligne indadpte a la demande + impossibilite de soumettre a la fin une fois rempli tant bien que mal !!!
825,0,0.0,1.0,Tres bonne prise en charge 
826,0,1.0,0.0,Conseille cordial et competent.
827,0,0.0,1.0,J ai eu toutes les reponses sur mes questions d une facon rapide et positive.
828,1,0.0,0.0,pas eu de reponse
829,0,0.0,1.0,"Tres bon echange : conseiller sympa, efficace, clair, rapide :) Parfait !"
830,0,1.0,0.0,"Ca fait 3 fois que je vous contacte depuis debut novembre pour un rachat de pret immobilier. Toujours pas de reponse.
Et a chaque fois on perds mon dossier soit disant....
Le service est vraiment bidon !"
831,0,1.0,0.0,"Dommage, je n ai pas pu obtenir la prise en charge des frais de transfert de mon PEL, sachant que je souhaite transferer tout mes comptes chez Hello bank"
832,0,0.0,1.0,"Rapide et efficace, conseiller serviable et poli"
833,0,1.0,0.0,"Il ne me satisfait pas, parce que les reponses ne sont pas claires. Qu on reste toujours dans la flou sur le fond de ma demande (reception des pieces ou non) et sur la forme (delai de reponses). "
834,1,0.0,0.0,Je n ai eu aucune reponse...
835,0,0.0,1.0,Les reponses a mes questions etaient tres claires
836,1,0.0,0.0,temps de reaction trop long et des reponses qui manquent de precision
837,1,0.0,0.0,PAS SATISFAIT DU TOUT JE SUIS BLOQUE POUR LA CREATION D UN COMPTE JOINT ET PAS DE Reponse ET FIN DU CHAT
838,0,0.0,1.0,Au top
839,1,0.0,0.0,Meme pas une reponse a mes questions !!!!!!!
840,0,1.0,0.0,rapidite de la prise en charge et de la resolution du probleme
841,0,0.0,1.0,Des reponses precises et claires. De la reactivite.
842,0,1.0,0.0,reponses donnees a  mes questions
843,0,0.0,1.0,"A REPONDU A DES QUESTIONS  TOUT A FAIT SATISFAISANTE
"
844,0,1.0,0.0,"un peu lent, mais j ai eu ma reponse"
845,1,0.0,0.0,Conversation coupee sans avis
846,0,1.0,0.0,Non connaissance de la date a laquelle est preleve la mise d ouverture pour un compte courant.
847,0,1.0,0.0,Pas de solution a mon probleme: j habite en france mais mon numero de telephone est belge pour des raisons pro donc je ne peux pas ouvrir un compte chez Hello bank
848,1,0.0,0.0,le traitement du dossier est extremement long et personne n est capable de me dire quand il sera traite... il n y a pourtant aucun souci donc je ne comprend pas ce delais
849,0,1.0,0.0,on a ete coupe et je n ai pas eut de reponse a ma derniere question. Dommage
850,1,0.0,0.0,"Peu d informatio, lent, peu precis sur les reponses, peu aimable"
851,0,0.0,1.0,Il a rapidement et parfaitement repondu a toutes mes questions
852,1,0.0,0.0,interlocuteur incompetent
853,0,0.0,1.0,tres bien
854,0,0.0,1.0,Reponse rapide et precise
855,0,1.0,0.0,l envoi des justificatifs par voie postale ou depot a la bnp serait bien...mieux ...pour moi 
856,0,0.0,1.0,merci a gilles derange la conversation est coupe et merci a tous bonne fete de fin d annee  
857,0,0.0,1.0,Echange rapide et clair.
858,0,0.0,1.0,"reponses rapides et claires, merci"
859,0,1.0,0.0,Pas de prise de conges et peu d aide supplementaire 
860,1,0.0,0.0,Compte cree depuis 1 mois et demi et je ne peux toujours pas faire de virement et je n ai pas de carte bancaire. Juste inadmissible. 
861,1,0.0,0.0,Je n ai pas eu de solution apportee par le conseiller.
862,0,1.0,0.0,Interlocutrice sympathique et cordiale !
863,1,0.0,0.0,"si c est pour prendre de haut vos clients on n a que l embarras du choix pour les banques en ligne. Conseillere extremement desagreable en 4 lignes echangees
"
864,0,1.0,0.0,echange satisfaisant mais le chat a ete coupe alors que j avais une question en attente
865,1,0.0,0.0,on m a laisse sur le carreau 
866,0,0.0,1.0,Merci a ce conseiller d avoir pris le temps de regarder attentivement mon dossier et d avoir trouve pourquoi mon dossier etait bloque. 
867,1,0.0,0.0,"encore une coupure le chat!!!!!
"
868,0,0.0,1.0,rapide et clair
869,0,1.0,0.0,Echange satisfaisant. Manque quand meme un peu de reactivite.
870,0,0.0,1.0,conseiller parfait
871,0,0.0,1.0,rapidite et efficacite
872,1,0.0,0.0,"interruption de la conversation alors que je redigeais ma question
"
873,0,1.0,0.0,"Merci d etre consensuels avec vos clients s il vous plait, c est votre devoir ^^"
874,0,0.0,1.0,Top
875,0,1.0,0.0,une reponse a toutes nos questions. mais ce n est que le debut a suivre
876,0,1.0,0.0,"encore et toujours en attente d une reponse,  on reviens vers moi dans les meilleurs delais , j en ai marre d entendre la meme chose. Ils disent qu ils vous rappellent et le font pas! Ils lisent les emails mais ne repondent pas! Merci HB!"
877,1,0.0,0.0,Completement inutile!! Reponses donnees ne donnent aucunes infos... Perte de temps TOTALE!!
878,1,0.0,0.0,aucune possibilite d ecrire sur l ecran de chat ??  
879,0,0.0,1.0,"Plafonds carte bancaire limite a 3000 Euros sur 30 jours !-((
insuffisant pour moi."
880,0,0.0,1.0,"rapide, concis, precis"
881,0,1.0,0.0,Le conseiller s est deconnecte en cours de conversation.
882,0,0.0,1.0,Rapide et precis. J ai eu immediatement un interlocuteur qui m a immediatement fourni l information dont j avais besoin.
883,1,0.0,0.0,j ai attendu 5 minutes sans reponse
884,1,0.0,0.0,aucune reponse a ma demande
885,1,0.0,0.0,j ai pas eu de reponse
886,0,0.0,1.0,Reactif et solution rapide.
887,0,0.0,1.0,Rapide et efficace
888,1,0.0,0.0,je ne comprend comme une banque peux refuser des clients sans donner de raison alors que les conditions sont rempli bref je suis vraiment pas satisfaite 
889,0,1.0,0.0,"Reponse un peu longue, j ai eu un appel, et au moment de revenir sur le chat, je n ai pas eu acces au chat en cours et ne sais donc pas s il y a eu des reponses a mes questions.
"
890,1,0.0,0.0,le conseiller me dis de regarder sur internet !! quand je lui pose une question 
891,0,1.0,0.0,je n arrive pas a entrer dans le chat. Je lis les messages de Clement mais ne trouve pas l entree pour lui repondre. Probleme de chargement du chat? Mon tel: 06 98 55 92 40
892,0,1.0,0.0,"mon probleme n a pas avance ,je ne sais pas ce que je dois faire"
893,1,0.0,0.0,Fermeture de la conversation sans reponse
894,1,0.0,0.0,Le chat s est ferme avant la fin de la conversation et sans reponse a ma derniere question.
895,0,0.0,1.0,Rapide et efficace...
896,0,1.0,0.0,la conversation a coupe alors que j avais d autres questions
897,0,0.0,1.0,"Le conseiller a repondu a toutes mes questions de maniere tres claire.
il etait tres courtois malgre mes questions un peu lourdes.
je n ai pas eu le temps de lui dire au revoir a cause d un appel telephonique."
898,0,0.0,1.0,Parfait !
899,0,0.0,1.0,J ai pu avoir toutes les informations que je voulais
900,0,0.0,1.0,"conseiller reactif, reponse rapide et claire. merci encore"
901,0,0.0,1.0,simple et efficace 
902,0,0.0,1.0,Rapide efficace.
903,1,0.0,0.0,le conseiller ferme subitement la conversation alors que j ai besoin d aide urgemment ! Il n a meme pas repondu a ma question --  Service lamentable ! 
904,0,1.0,0.0,cela a coupe avant de savoir si tout a bien marche
905,0,0.0,1.0,rapidite et efficacite et conseiller competent ayant regle mon pb tres vite
906,0,1.0,0.0,repond a cote volontairement 
907,1,0.0,0.0,Le chat a buge je n ai eu aucun conseil !
908,0,1.0,0.0,La procedure de cloture de compte est tres longue (30 jours)
909,1,0.0,0.0,Chat fermer sans reponse par le conseiller ou la plateforme. C est super utile......
910,1,0.0,0.0,LA FENETRE Seteint avant meme la reponse  !
911,0,0.0,1.0,rapide clair efficace
912,1,0.0,0.0,Je n ai pas eu de reponse... peut etre un probleme technique
913,0,0.0,1.0,pas encore d avis mais dans l ensemble tout est parfait
914,0,0.0,1.0,rapide et precis
915,0,0.0,1.0,Le conseille etait tres gentil et efficace. Je suis tres contente choisir le Hello Bank.
916,0,1.0,0.0,Il m apporte une reponse a mon probleme mais celui-ci est du au conseille precedant qui n a pas fait correctement son travail
917,1,0.0,0.0,le probleme persiste mais c est parceque vous avez mal configure les pages web liant avec l offre showroomprivee
918,0,1.0,0.0,"j ai eu les infos attendu
"
919,1,0.0,0.0,"pour moi Hello banque est mon point d entree pour tout ce qui est raccroche a mon espace bancaire...(CB, credit, etc..)
"
920,0,0.0,1.0,Clair et concis.
921,1,0.0,0.0,Aucune reponse du conseiller
922,1,0.0,0.0,"Aucune reponse du conseiller, probleme technique ?"
923,1,0.0,0.0,manque de clarte et de reactivite. pas rassurant lorsque l on est dans la phase de souscription a une banque direct.
924,0,0.0,1.0,j ai pu envoyer mon rib comme prevu
925,0,0.0,1.0,Excellent conseiller 
926,1,0.0,0.0,"tres long, temps de reponse interminable, et deconnexion sans avoir eu la reponse a ma question"
927,0,0.0,1.0,ras
928,1,0.0,0.0,Aucune reponse apportee!
929,1,0.0,0.0,incomprehension reciproque
930,0,0.0,1.0,"Euh je crois avoir fait une erreur sur le point 3, tout c est bien passe, et j ai clique je pense par automatisme comme sur beaucoup de site la mention vous a le plus plus et a droite, sur la partie la plus a droite."
931,0,1.0,0.0,Merci
932,0,1.0,0.0,Differentes choses
933,0,1.0,0.0,jai su que le permis de conduire n etait pas valable mais la carte d identite perime valable 5ans de plus
934,0,1.0,0.0,Tres bonne conseillere. Cependant ne peut rien faire pour faire avancer le dossier plus vite... Cela fait plusieurs fois qu on me demande de modifier des documents justificatifs. Ne peut-on pas me communiquer les info en une seul fois... ??
935,0,0.0,1.0,"Bravo deja comme outils de contact, de chat, d ouverture de compte. J espere que ca sera la meme chose au moins pour la gestion de compte et accessoires."
936,0,0.0,1.0,TRES SATISFAIT
937,1,0.0,0.0,Pas de reponse
938,0,1.0,0.0,Conversation terminee avant d avoir recu une reponse.
939,0,0.0,1.0,reponses en adequation avec ma demande et proposition du conseiller de ne pas hesiter a le solliciter pour faire accelerer les demarches. C est tout ce que je souhaitai.
940,0,1.0,0.0,"le conseiller n avait pas la main pour proceder a ma demander
"
941,1,0.0,0.0,"Le chat n a pas fonctionne, une conseillere Perrine etait en ligne mais je n ai pas pu echanger avec elle."
942,0,0.0,1.0,Au top 
943,1,0.0,0.0,"Probleme pour la finalisation de l ouverture de compte, message envoye mais aucune reponse"
944,0,1.0,0.0,Ben j ai ete coupe alors que je n avais pas finit de discuter. Les echanges sont assez lent
945,1,0.0,0.0,Votre conseiller m a abandonne en pleine discution. Je penses que cette personne voulais partir a 20h00 pile. DE SE FAIT NI MON AMIE NI MOI OUVRIRONS UN COMPTE CHEZ VOUS.
946,0,0.0,1.0,"Tres bon conseiller. Dommage que l on ne puisse sauvegarder ou imprimer la conversation. J ai pu me connecter avec Internet Explorer, le chat ne fonctionnait pas avec Firefox."
947,0,0.0,1.0,le pb a tt de suite ete resolu !
948,0,1.0,0.0,Un peu sec. Peu de precisions. Conversation interrompue sans reponse a ma derniere question.
949,1,0.0,0.0,"Je n ai recu aucune reponse, la personne n a pas ete consiliant "
950,0,0.0,1.0,"Rapidite, et donc economie de temps."
951,0,0.0,1.0,Rien a signaler.
952,1,0.0,0.0,Je n ai pas eu la reponse du numero de telephone
953,1,0.0,0.0,m a dit qu elle regardait mon dossier puis plus rien!
954,0,0.0,1.0,Je souhaite changer de banque et le conseiller de Hello banque m a apporte plus de reponses que ma banque trzditoinnelle sur les 6 dernieres annees.
955,0,1.0,0.0,Rapide concret et efficace
956,1,0.0,0.0,trop d attente pour peu de reponse
957,0,0.0,1.0,Reponse rapide et efficace. Merci
958,1,0.0,0.0,je n ai eu aucune reponse !!!!!
959,0,1.0,0.0,"Je n ai pas eu de reponse sur comment recommencer l operation de creation de compte pour rectifier l information sur la residence fiscale.


"
960,0,0.0,1.0,Complet et a l ecoute
961,1,0.0,0.0,Contradiction dans la reponse du conseiller. Option de securite de base non disponible : 24h de delai d activation des beneficiaires
962,0,1.0,0.0,"Manque de precision de la reponse, conversation ecourtee avant complement d information"
963,0,0.0,1.0,reponse rapide precise
964,0,1.0,0.0,"attente un peu longue, et la reponse fut :  cliquez la et vous aurez votre reponse . Pas tres convivial."
965,0,1.0,0.0,pas de message de politesse fin de la conversation
966,0,0.0,1.0,J ai trouve le processus pas tres clair... le bouton apres la remise des documents prete a confusion.
967,0,0.0,1.0,Reponses claires et precises. Conseiller agreable.
968,1,0.0,0.0,"j ai ete deconnecte sans avoir de reponse
"
969,0,1.0,0.0,"Echange satisfaisant, mais la conversation s est interrompue avant que l obtienne reponse a ma derniere question. Donc gout d inacheve."
970,0,1.0,0.0,"Ne disposant pas des infos necessaires, une reponse adequat n a pu m etre donnee."
971,0,1.0,0.0,la demande est prise en charge mais aucune explication sur dysfonctionnement
972,1,0.0,0.0,Je n ai eu personne
973,0,1.0,0.0,Bonne relation avec l operateur.
974,0,0.0,1.0,Rapide et efficace
975,0,0.0,1.0,La personne a repondu a ma demande.
976,0,1.0,0.0,Il ne s agit pas de cet echange en particulier mais du traitement global du dossier.
977,1,0.0,0.0,la conversation a ete fermee sans que je n obtienne aucune reponse...
978,1,0.0,0.0,L identification ne marche pas alors que j utilise l application sur samsung
979,0,1.0,0.0,"la conversation a pris fin avant que j ai pu avoir ma reponse
"
980,0,1.0,0.0,"Merci a Romain, belles fetes de fin d annee"
981,0,1.0,0.0,conversation correct mais je m attendait a d autres reponse du comment faire pour transferer mes comptes de BNP vers hello bank 
982,1,0.0,0.0,"mon interlocutrice m a demande un instant pour consulter mon dossier et je n ai eu aucune nouvelle!!
"
983,0,1.0,0.0,"La personne ne ligne ne m a pas dit que l echange etait termine, ni dans quel delai ma demande allait etre traitee, ni si j avias d autre question."
984,0,1.0,0.0,On me demande de laisser 9000 euros sur mon compte courant pour avoir droit a 5000 euros de plafond de paiement. Ayant de l argent sur un compte d epargne dans votre banque et n ayant jamais ete a decouvert je trouve que c est ridicule.
985,1,0.0,0.0,Pas de reponse
986,0,0.0,1.0,Conseiller efficace et claire dans ses reponses.
987,0,0.0,1.0,J ai eu une reponse a ma question principale et mon dossier a ete relance grace au conseiller Loic Hede
988,0,0.0,1.0,il m a permis d avoir un renseignement rapide sur une question que je me posais 
989,1,0.0,0.0,Aucune solution apportee ni tentative d aide
990,1,0.0,0.0,non je n ai aucune information sur le suivi de l ouverture d un compte joint  
991,1,0.0,0.0,ma requete est sans reponse apres 7 mn d attente.
992,1,0.0,0.0,"Aucune reponse, pas plus par chat que par mail securise. Je pense sincerement cloturer mes comptes si vous ne me rappelez pas."
993,1,0.0,0.0,un mot par reponse et pas aimable
994,0,0.0,1.0,clair et precis 
995,0,0.0,1.0,Emilie est une professionnelle et competente ! Merci
996,1,0.0,0.0,pas de reponse a ma demande
997,1,0.0,0.0,pas de reponse apres plus de 15 mn
998,0,0.0,1.0,Oui. Echange tres satisfaisant. Nous reflechissons pour l ouverture de comptes chez vous.  
999,0,0.0,1.0,Conseille(e) courtois(e) et reponses pratiques et synthetiques. parfait !
1000,0,1.0,0.0,:)
1001,0,1.0,0.0,"Etant intermittent du spectacle, je n ai pas trouve ma situation et les documents de justification de revenu demandes sont trop generique au vue de ma situation.  Le conseiller n est pas de bon conseil."
1002,0,0.0,1.0,"Reponses claires, reponses rapides. Courtois, aimable. Entierement satisfait. Merci"
1003,1,0.0,0.0,"Vous n etes pas capable de faire un simple geste commercial pour un client.
Je vous dit que je pars a la concurrence et vous ne voulez meme pas me retenir.
ce n est pas l experience que je desire avoir avec ma banque.
"
1004,0,0.0,1.0,il a repondu a mes questions 
1005,0,1.0,0.0,Il est regrettable d apprendre qu une P.J serait illisible en contactant un teleconseiller via votre service de CHAT alors qu a l enregistrement votre scan l a accepte.  
1006,1,0.0,0.0,Banque de merde et conseillers que se foutent des clients 
1007,0,0.0,1.0,Reponse rapide et clair
1008,0,1.0,0.0,Traitement d ouverture de dossier extremement long!!!
1009,0,0.0,1.0,"Conseiller agreable (Gaetan), a repondu tres rapidement et avec precision a ma demande. Merci"
1010,0,0.0,1.0,Tres bon reactivite
1011,1,0.0,0.0,"jai ete deconnecter alors que le conseille ma demande de patienter
"
1012,0,1.0,0.0,a couper la conversation avant que je puisse finir mon ecrit 
1013,0,1.0,0.0,Cet echange a repondu a mes questions
1014,0,1.0,0.0,Bon reveillon de Noel a vous 
1015,0,0.0,1.0,Merci Emilie. Rapide et efficace :)
1016,0,0.0,1.0,"Reactif, donne des explications,engage pour m aider"
1017,0,1.0,0.0,le systeme de virements via le site ne fonctionne pas le conseiller n a pas la main sur cette problematique qui est recurrente depuis le lancement de la banque en ligne
1018,1,0.0,0.0,"ni en ligne ni au telephone on n a resolu mon probleme . impossible de signe le compte en ligne
"
1019,0,0.0,1.0,Cool !
1020,1,0.0,0.0,Le conseiller n a pas su repondre a ma demande et s est tout simplement contente de me dire que ma demande sera annulee.
1021,0,0.0,1.0,Le service etait tres precis sur ma demande 
1022,0,1.0,0.0,Dans l attente de la conclusion du dossier sous 10 jours ?
1023,0,0.0,1.0,J ai eu les reponses a mes questions en quelques minutes. 
1024,1,0.0,0.0,"PAS DU TOUT SATISFAIT, IL n y a pas eu de conversation et le tchat a ete ferme !!"
1025,1,0.0,0.0,discour tjrs different service d une mediocrite incontestable
1026,0,0.0,1.0,"interlocuteur tres reactif, merci encore :)"
1027,0,0.0,1.0,"reponse rapide, conseiller tres sympathique ! "
1028,0,0.0,1.0,"Oui tres satisfait 
"
1029,1,0.0,0.0,nul a chier
1030,0,0.0,1.0,tres satisfaisant
1031,0,1.0,0.0,tres bon rapport
1032,1,0.0,0.0,le chat interompu tout seul sans ma reponse
1033,0,1.0,0.0,Le conseiller a su comprendre mes demandes et y repondre de maniere precise
1034,0,0.0,1.0,"tres satisfait, reponses claires et precises"
1035,1,0.0,0.0,Personne n a repondu apres 10 minutes d attente
1036,0,0.0,1.0,Reponse precise et action rapide
1037,0,1.0,0.0,On me propose un conseiller en  chat  et puis le pop-up dit que le conseiller sera dispo dans 3 heures !
1038,0,0.0,1.0,Tres grande rapidite dans la resolution du probleme !
1039,0,0.0,1.0,J ai bien aime le rappel telephone suite a une coupure du chat .... bravo et merci
1040,0,1.0,0.0,Temps de reponse assez long.
1041,1,0.0,0.0,"pas de reponse, deconnecte"
1042,1,0.0,0.0,+10 jours pour me dire qu un mandat des finances publiques ne peut etre valide. Une belle incompetence. Bravo.
1043,0,1.0,0.0,"J ai obtenu une reponse a toutes mes questions sauf la derniere. a priori, elle n a pas ete comprise mais il ne m a pas ete laisse le temps de la clarifier. Incident reseau? "
1044,0,0.0,1.0,"Empressement a faire la demarche necessaire a ma demande.
Ce qui est moins satisfaisant est que j ai besoin de formuler une demande qui n est pas anticipee dans le parcours utilisateur"
1045,0,0.0,1.0,Efficace et sympathique ! ca fait plaisir d etre en contact avec des conseillers aussi agreables et efficaces
1046,1,0.0,0.0,la conversation c est coupe et pas de solution
1047,0,1.0,0.0,"Repond parfaitement au besoin. Peut-etre un peu long entre deux reponses, mais en faisant autre chose en meme temps, ce n est pas un probleme. Tres satisfait."
1048,1,0.0,0.0,Les conseillers sont vraiment nul ! 
1049,0,1.0,0.0,on me demande de rappeler un numero mais sur lequel uniquement des conseillers bnp decrochent et ne peuvent me repondre
1050,1,0.0,0.0,Je n ai pas eu de reponse ...
1051,0,1.0,0.0,J ai du aller chercher seul mon information 
1052,1,0.0,0.0,"Reponse a la moitie des questions. Conversation coupee sans preavis ! Ca fait un peu cow-boy, et c est pas tres engageant..."
1053,1,0.0,0.0,"personne ne repond !
de quoi peut on etre satisfait? je repars avec ma question en suspend!!!!"
1054,0,1.0,0.0,Je voulais juste connaitre pour ma demande d une visa premiere et l ouverture de compte mais pas de reponse encore
1055,0,1.0,0.0,ECHANGE TRES FACILE ET RAPIDE.
1056,1,0.0,0.0,Pas de reponse a mes questions
