,l1,l2,l3,phrase
7170,0,1.0,0.0,"Le chat a bien fonctionne et ne s est pas ferme tout seul au
bout de 20 secondes sans raison."
7171,0,1.0,0.0,plus de reactivite dans les echanges
7172,1,0.0,0.0,"Service tres bien , pas de commentaire en particuier"
7173,1,0.0,0.0,AUcune reponse
7174,0,1.0,0.0,ras
7175,0,1.0,0.0,"Saluer avant de quitter une conversation fait toujours plaisir,
a bon entendeur, de la part de la jeunesse pleine de bonne humeur, de
projets et d espoirs d une communication moins robotisee"
7176,1,0.0,0.0,"Tres clair, tres rapide. J ai eu toutes les informations que je
souhaitais. Merci !!"
7178,0,1.0,0.0,"le delai d envoi du code 4 chiffres de validation de mon node
portable est beaucoup trop long. j en suis a 10 jours calendaires! C est
anachronique au 21 eme siecle!"
7179,1,0.0,0.0,Pratique et reactif.
7180,1,0.0,0.0,"Trop sympa, et tres bon conseils.
Merci Sylviane "
7181,1,0.0,0.0,Faible service
7184,1,0.0,0.0,"JE SUIS REST2 EN ATTENTE DE MA DERNIERE QUESTION et ca a coupe
au bout de 5mn ! donc pas de reponse merci quand meme "
7185,0,1.0,0.0,un peu lent niveau fluidite des echanges
7186,1,0.0,0.0,Service chat excellent
7187,1,0.0,0.0,"Le conseiller n a pas reussi a repondre a ma demande et a ferme
la conversation..."
7188,1,0.0,0.0,"Service  agreable!
"
7190,1,0.0,0.0,bon service
7191,1,0.0,0.0,La conversation etait efficace et rassurant.
7192,1,0.0,0.0,"Je ne recommanderai pas bnp parce que les bornes a retrait se
font trop rares elles sont toute retiree. "
7194,1,0.0,0.0,"Je n ai meme pas eu le temps de lire la reponse que le chat avec
le conseiller est termine alors que j avais en plus d autre question
"
7195,1,0.0,0.0,"le conseiller me fait parvenir des smileys, alors que je lui
parle d un probleme grave, c est tres deplace"
7196,1,0.0,0.0,impossible d avoir un conseiller ni par chat ni par telephone
7197,1,0.0,0.0,"C est juste de l ecoute mais absolument rien de concret ou qui
permet d aider/debloquer. Inutile"
7198,1,0.0,0.0,tres moyen
7201,1,0.0,0.0,"j avais pas fini mon questionnement et ca coupe, c est
desagreable !
"
7202,1,0.0,0.0,aucune reponse au bout de 2mn
7203,1,0.0,0.0,Arigato !
7205,1,0.0,0.0,je n ai pas pu aller au bout de mon dialogue
7206,1,0.0,0.0,Satisfaite
7207,1,0.0,0.0,ma conseillere chat a ete tres reactive et geniale!
7209,1,0.0,0.0,Merci
7210,0,1.0,0.0,reponse a mes questions 
7211,1,0.0,0.0,Excusez moi j ai perdu la connexion
7212,1,0.0,0.0,non jamais
7213,1,0.0,0.0,"LE conseiller n a pas pris la peine de me repondre et a cloture
la conversation.
@Marine: c est bien dommage "
7214,0,1.0,0.0,"je ne suis pas du tout satisfaite des delais de traitement fait
par mon agence (plus de 6 mois que ma renegociation dure), le service
client est efficace mais n a pas pour but de traiter ma demande. c est de
la forme , pas du fond."
7215,1,0.0,0.0,"en attente une reponse de la conseillere, la conversation est
terminee..."
7217,0,1.0,0.0,TB
7218,0,1.0,0.0,Pas de solution donc service inutile.
7219,1,0.0,0.0,merci pour votre aide ;)
7221,1,0.0,0.0,"On m a pose une question, j ai repondu oui, et ensuite on m a
dit que je ne repondais pas et donc que la conversation etait close :-("
7222,1,0.0,0.0,"je n ai pas eu la reponse apportee par le conseiller en ligne,
la conversation s est stoppee

"
7223,0,1.0,0.0,"J ai du poser ma question 3 fois pour qu elle soit comprise et
me suis fait rabrouer parce que je perdais patience et qu il s agissait,
soi-disant, d un probleme technique ...?"
7226,1,0.0,0.0,"Chat sterile; employe peu oriente vers des solutions. Service
decevant."
7227,1,0.0,0.0,"reponse rapide, des informations utiles et complementaires  mais
pas une reponse directe a ma demande concernant l obtention d un pret.
merci"
7228,1,0.0,0.0,On me fait poireauter...et puis rien...zut!!!
7230,1,0.0,0.0,parfait
7231,1,0.0,0.0,bonne reactivite et professionalislme
7232,1,0.0,0.0,parfait
7234,1,0.0,0.0,"Conseiller inutile, information contradictoire, mets un terme a
une discussion en cour au bout d une minute alors que je suis en train
d?ecrire... Je me demande ce que je fais encore ici..."
7235,0,1.0,0.0,conseiller tres sympas mais toujours a la recherche de vendre 
7236,1,0.0,0.0,"actuellement je ne suis pas satisfait de mon service en rapport
a mes comptes au sujet des frais qui me sont demandees alors que je ne fais
rien sur mes comptes"
7237,1,0.0,0.0,"Joris m a bien eclaire sur les questions demandees et m a
presente de nouvelle solution pouvant correspondre a mes besoins."
7239,1,0.0,0.0,"Pas terrible comme service internet. on le paye tout les mois et
on peut rien faire seul toujours oblige d aller en agence. decu !!!"
7240,1,0.0,0.0,"professionnel, rapide et efficace"
7243,1,0.0,0.0,"Impossible de contacter mon agence afin de prendre RDV. Merci de
m appeler au 07 70 58 89 57"
7244,1,0.0,0.0,"Mon conseiller ne reponds pas , le service client telephonique
me raccroche au nez apres 20mn d attente , et le Chat me coupe . Comment
fait on pour communiquer ? Cordialement"
7246,1,0.0,0.0,"J essayais de finir une operation quand la conversation s est
arretee. Je n ai pas pu voir la derniere reponse a ma question."
7247,0,1.0,0.0,"Je suis vraiment satisfait de la reactivite et de ce procede car
a defaut d avoir mon conseiller directement, j ai pu avoir quelqu un en
live pour lui exposer mon probleme."
7248,1,0.0,0.0,"Rapide , treeeeees rapide ! Accueil et prise en charge genial ,
bien plus quand banque ."
7249,0,1.0,0.0,bien precis professionnel 
7250,1,0.0,0.0,Banque de ......
7251,1,0.0,0.0,tres rapide et tres pro
7252,1,0.0,0.0,"Rapide, clair et disponible! :)"
7253,1,0.0,0.0,Super prestation rapide 
7254,1,0.0,0.0,"Dommage que lorsque la conversation se termine on ne puisse pas
voir les derniers messages du conseiller ca pourrait etre utile"
7255,1,0.0,0.0,"Mon probleme n est pas resolu et la conversation s est arretee.
je ne suis pas content"
7256,1,0.0,0.0,"Je n ai pas eu de reponse !
"
7259,0,1.0,0.0,contact utile
7260,1,0.0,0.0,"La premiere fois que j utilise le chat. Pas mal. Rapide.
Vous prevoyez d autres types de points dematerialises ? Par Skype, Webex
pour echanger sans se deplacer avec son conseille (+ eviter chercher une
place de parking, ,PV de stationnement etc..)"
7261,0,1.0,0.0,temps de reponse long
7262,1,0.0,0.0,"Bonjour,
J ai demande au conseiller de desactiver ma cle digitale suite a une perte
de mon ancien telephone et cela n a pas fonctionne."
7263,1,0.0,0.0,"Le service client via chat est parfait, et le personnel
professionnel, c est dommage que ce n est pas le cas de la banque en elle
meme."
7264,1,0.0,0.0,le service client est lamentable
7265,1,0.0,0.0,Parfait
7266,1,0.0,0.0,"conversation coupee ... COMME DANS VOTRE AGENCE DE TOURNON :
ZERO..."
7267,1,0.0,0.0,"Conseillers en agence non professionnels, qui tarde a fournir un
simple document. J ai fait la demande le 4 novembre et toujours rien
aujourd hui (le 16/11)malgre les multiples relances. Tres Decue   "
7268,0,1.0,0.0,merci pour la patience de la conseillere.
7269,1,0.0,0.0,"Premier essai et je suis satisfait de ce service de tchat en
ligne"
7270,1,0.0,0.0,Un service de chat tres clair et competent bravo la BNP
7271,0,1.0,0.0,TETS MOA EMIIEN - 17/11/2016
7272,1,0.0,0.0,"a l ecoute ,de bons conseils  un grand merci "
7273,1,0.0,0.0,aucune reponse
7274,1,0.0,0.0,Reponses precises et claires.
7275,1,0.0,0.0,"On attend avec impatience l arrivee d Apple Pay a la BNP
Paribas !"
7276,1,0.0,0.0,"Service 0, reactivite 0, envoi de message a mon conseille ne
fonctionne pas, une vraie galere pour creer un beneficiaire, etc,"
7277,1,0.0,0.0,"le temps de reponse des conseillers est tres long pas pratique
juste pour une reponse et surtout quand on est presser. puis la
conversation ce coupe au bout de 10 mn tres decevant !!!!"
7278,1,0.0,0.0,merci pour vos reponse
7279,0,1.0,0.0,merci
7280,1,0.0,0.0,TRES BONNE INITIATIVE LE CHAT EN LIGNE GAIN DE TEMPS
7281,0,1.0,0.0,bien
7282,1,0.0,0.0,excellent service
7283,0,1.0,0.0,la conversation n etait pas terminee et ca a coupe !!!!
7284,1,0.0,0.0,"Service parfait, vis a vis tres reactif..."
7286,1,0.0,0.0,"A une semaine d intervalle j ai eu 2 conseillers differents qui
ne m ont pas donne les memes informations. Je ne trouve vraiment pas ca
normal vous me faites perdre mon temps. Je suis tres mecontente!!!"
7289,1,0.0,0.0,"simple, rapide et efficace"
7290,0,1.0,0.0,Accueil bien
7291,0,1.0,0.0,"Echange laborieux et inutilement long, le(la) conseiller(e)
mettait du temps a repondre sans me prevenir si il/elle etait en train de
lire mes messages, traiter ma demande ou etait absent(e). La demande est
traitee mais beaucoup de temps est perdu"
7292,1,0.0,0.0,Tres bon service ! Apprecie beaucoup.
7293,1,0.0,0.0,"a racrocher
"
7294,1,0.0,0.0,"Le conseiller a termine la conversation sans avoir donne une
reponse!!! "
7295,1,0.0,0.0,reponse rapide et adaptee
7297,1,0.0,0.0,il ne sait meme pas lire mon releve doperations....
7298,0,1.0,0.0,pas convaincu que la conseillere connaisse ses procedures...
7300,0,1.0,0.0,probleme non resolu. besoin d appeler mon agence.
7301,1,0.0,0.0,reponse tres claire et rapide .Merci
7302,1,0.0,0.0,Satisfaite de l amabilite de l interlocuteur. 
7303,1,0.0,0.0,Tres a l ecoute et j ai ete tres satisfait. 
7304,1,0.0,0.0,conversation interrompue 
7305,1,0.0,0.0,Excellent le chat avec un conseiller. Rapide et efficece
7307,0,1.0,0.0,Le service clent en ligne est tres satisfaisant.
7308,1,0.0,0.0,"Je n ai eu le droit qu a un bonjour puis la conversation s est
arretee ...."
7309,1,0.0,0.0,tres bonne prise clientele. appreciation totale
7310,1,0.0,0.0,"reponse a mes questions, personne polie et agreable"
7311,1,0.0,0.0,tres pratique et efficace
7312,1,0.0,0.0,"Le chat a ete interrompu alors meme que je n ai pas eu de
reponse a ma question"
7313,1,0.0,0.0,Bravo tout simplement
7314,0,1.0,0.0,BIEN
7315,0,1.0,0.0,"Thank you for your help.
"
7316,1,0.0,0.0,"J ai ete tres bien conseillee ...un grand
merci a Fanny!"
7318,1,0.0,0.0,c etait bien !
7320,1,0.0,0.0,clair rapide et courtois
7321,0,1.0,0.0,"TEST MOA EMILIEN 23/11/2016 - 9H11
"
7322,1,0.0,0.0,"TEST MOA EMILIEN - 23/11/2016 - 9H36 - CAS DE NON RECEPTION DE
MESSAGE ! "
7324,1,0.0,0.0,"conseiller qui ne repond pas a ma question et qui ferme la
discussion"
7325,1,0.0,0.0,"Dommage que la fenetre se soit fermee seule pour aller sur
l enquete satisfaction, je n ai pas pu lire les derniers messages (je
m etais absentee)"
7328,1,0.0,0.0,"service client telephonique ou internet plus efficace que
l agence."
7330,1,0.0,0.0,"le chat a ete interrompu sans avoir recu l aide
demandee  "
7332,0,1.0,0.0,"Des la fin de la convention les echanges on disparu et je ne
vois plus le numero de telephone que l on m a fourni. ... C est bete
comment je fais je le note sur un papier. ... a l aire du numerique c est
dommage. "
7333,0,1.0,0.0,reponse rapide 
7334,1,0.0,0.0,je n ai pas eu le temps de voir la derniere reponse
7335,1,0.0,0.0,Rien a redire sur cette banque
7336,1,0.0,0.0,La conversation s est fermee toute seule
7338,1,0.0,0.0,"on ne me repond pas et ca coupe!
"
7340,1,0.0,0.0,"J ai pose des question, on m a apporte des reponse, super
service! "
7341,0,1.0,0.0,Manque de reponses c est domage
7343,1,0.0,0.0,Le chat le plus rapide de l Ouest.
7344,1,0.0,0.0,Peu de reponses en fait
7345,1,0.0,0.0,"merci a Dina pour sa reactivite et son efficacite quand a la
resolution de mon probleme cree par le personnel de l agence."
7346,1,0.0,0.0,je n ai eu aucune reponse 
7347,1,0.0,0.0,pas eu de reponse satisfaite merci 
7348,1,0.0,0.0,connection coupe par le conseiller
7349,1,0.0,0.0,"le service BNP est OK mais je suis tres mecontent de la maniere
dont vous nous avez renseigne
"
7350,0,1.0,0.0,"tres pratique, un service rapide et efficace. "
7351,1,0.0,0.0,la conversation a ete interrompue brutalement
7352,1,0.0,0.0,merci bcp
7353,1,0.0,0.0,Je n ai pas vu la reponse et chat a ete ferme
7355,1,0.0,0.0,"conseillere rapide, reponses claires et precises,, elle a
comprit le but de mon appel,"
7357,1,0.0,0.0,"Reponse tres complete,  rapide et conseillere tres agreable. Je
n hesiterais plus a faire appel au chat pour un autre probleme"
7361,1,0.0,0.0,ravie
7363,0,1.0,0.0,"Desole, le chargement a dure trop longtemps, je me suis leve de
mon poste !"
7365,1,0.0,0.0,Merci encore !
7368,0,1.0,0.0,Impecable
7369,1,0.0,0.0,Rapide et courtois. Niquel.
7371,1,0.0,0.0,reponse aux questions posees avec efficacite
7372,1,0.0,0.0,"Bon echange, rapide et clair.
"
7373,1,0.0,0.0,"Du grand n importe quoi, un temps de reponse tres long et la
 conseillere  s estjuste presentee et puis la conversation s est
terminee.............."
7375,0,1.0,0.0,serviable
7376,1,0.0,0.0,Merci
7379,1,0.0,0.0,"C est a dire que je n ai pas eu de reponse et la conversation a
ete cloturee ... ce n est pas tres au point votre truc la ! "
7380,1,0.0,0.0,"Merci pour l aimabilite de ce conseiller et de son temps ! je
le/la recommande fortement !"
7381,0,1.0,0.0,:)
7382,1,0.0,0.0,rapide efficace 
7383,1,0.0,0.0,service client rapide et efficace 
7384,1,0.0,0.0,"Inutile, perte de temps"
7387,0,1.0,0.0,"Julien a dit qu il ne comprend pas ma demande et il a raccroche
lui-meme... Je suis choquee de son impatience."
7388,1,0.0,0.0,Parfait
7389,1,0.0,0.0,Rapide et efficace!
7390,0,1.0,0.0,ras
7392,1,0.0,0.0,"Service rapide, reponse rapide et comprehensible, conseiller
chat tres bien et echange parfait"
7393,1,0.0,0.0,Ma conversation a ete coupe !
7394,1,0.0,0.0,quitte la conversation sans raison...
7395,1,0.0,0.0,"Le conseiller a ete tres clair et a repondu exactement a mes
interrogations."
7396,1,0.0,0.0,Super echange 
7399,0,1.0,0.0,"Echange courtois et professionnel, mais pas de solution
apportee."
7400,0,1.0,0.0,pb informatique
7401,1,0.0,0.0,"C est la premiere fois que j utilise le chat avec un conseiller.
Je suis tres satisfaite de l echange que j ai eu avec Joris qui a sur
repondre a toutes mes questions.  "
7402,1,0.0,0.0,"non reactif
"
7403,1,0.0,0.0,"Conseillers completement incompetents et incapables de repondre
a une problematique"
7406,1,0.0,0.0,"Tres polit et patient, merci!"
7407,1,0.0,0.0,"Tres bon echange, mais pourrait etre ameliore du point de vue de
la rapidite."
7409,1,0.0,0.0,JULIEN A RACCROCHE
7411,1,0.0,0.0,"conversation claire et efficace. Conseillere tres reactive. Je
n hesiterai pas a reutiliser ce service pour des questions simples et pour
lesquelles une reponse rapide est possible.
"
7413,1,0.0,0.0,Conseiller tres reactif et efficace. Merci
7414,1,0.0,0.0,merci
7415,1,0.0,0.0,"Super bonne conversation avec Dylan, merci ?"
7418,1,0.0,0.0,rapide
7419,0,1.0,0.0,"The person on the other end of the chat, ended the chat while I
still had questions to ask. "
7420,1,0.0,0.0,j ai ete deconnecte en cours d echange
7422,0,1.0,0.0,k
7423,0,1.0,0.0,"Ce service client ne pouvait pas me donner entiere satisfaction
par rapport a mon probleme actuel
"
7425,1,0.0,0.0,Tres efficace et agreable
7426,1,0.0,0.0,"sympa le chat, rapide et efficace"
7428,0,1.0,0.0,Servicetres rapide et tres bonne accueil merci
7429,1,0.0,0.0,"La conversation s est effacee, je n ai pas vu la derniere
reponse."
7431,1,0.0,0.0,s
7433,0,1.0,0.0,"quand on n?appelle c toujours occupe de meme pour pole emploi
les banque les magasin augmenter le nombre de salaries afin d avoir une
reponse quand au chat c genial et il y a toujours quelqu un de disponible
"
7434,1,0.0,0.0,On se fou du monde. On repond qu on ecrit  puis  coupure
7435,1,0.0,0.0,Personnel tres agreable et patient
7439,1,0.0,0.0,"Bonjour, j ai ete tout a fait bien reneseigne. Seul regret : le
chat se deconnecte, effacant la conversation
Cordialement"
7440,1,0.0,0.0,Merci ! 
7442,0,1.0,0.0,Satisfait
7445,1,0.0,0.0,parfait
7447,1,0.0,0.0,elle met du temps a repondre
7448,1,0.0,0.0,j ai repondu et on ma couper direct 
7450,1,0.0,0.0,Sympathique et efficace sans derangement
7451,1,0.0,0.0,"frais abusive aucune solution donner laisse les client dans le
flou le plus total  "
7452,1,0.0,0.0,MERCI CECILE ET REMERCIEMENTS
7453,0,1.0,0.0,"La service chat et les employes sont tres bon mais je ne suis
pas contente avec mon conseiller a rouen a ce moment. "
7454,1,0.0,0.0,Service vraiment pratique
7455,1,0.0,0.0,"l agence en ligne est vraiment de l amateurisme et le chat se
clot avant meme d avoir eu une reponse precise. "
7456,1,0.0,0.0,La conversation a finalise sans meme pas avoir eu une reponse
7457,1,0.0,0.0,NUL
7459,1,0.0,0.0,LA FONCTION EST INOPERANTE
7461,1,0.0,0.0,Tres agreable
7462,1,0.0,0.0,"Tres mecontent, je vous invite a revenir vers moi si vous voulez
plus de details. cordialement"
7465,0,1.0,0.0,"Expliquer une chose a un client lors de la premiere rencontre et
de  faire une autre chose contradictoire avec la premiere n est pas bon.
"
7467,1,0.0,0.0,J etais vraiment satisfait du service merci encore une fois 
7470,1,0.0,0.0,temps de parole trop court!
7471,1,0.0,0.0,Efficace
7472,1,0.0,0.0,pertinent
7476,0,1.0,0.0,n a servi a rien
7477,1,0.0,0.0,Melodie ! Le top !! Merci 
7479,1,0.0,0.0,"Conseillere rapide, efficace et aimable, nickel"
7480,1,0.0,0.0,"Pourquoi avez-vous annule notre conversation, je n ai pas
termine?"
7481,0,1.0,0.0,tres agreable 
7482,1,0.0,0.0,tres reactif  le top
7485,0,1.0,0.0,"Il s agit ici de mon premier mecontentement avec ma banque mais
aussi j avais fait l erreur de la croire meilleure que les autres ..."
7486,1,0.0,0.0,CONSEILLER INCOMPETENT
7487,0,1.0,0.0,Je n ai pas eu vraiment l information que je voulais.
7488,1,0.0,0.0,"Tres bon service, rapide et efficace."
7489,1,0.0,0.0,"J ai demande de l aide par mail a mon conseiller je n ai pas eu
de reponse, du coup j ai demande encore par mail un rdv pour avoir des
reponses, toujours rien. J ai pu avoir mes reponses Grace au chat. Cdt"
7490,1,0.0,0.0,Merci pour la prise en charge rapide et efficace.
7491,1,0.0,0.0,"Tres bon echange, Loic est tres professionnel et efficace ! "
7492,1,0.0,0.0,"Remy a ete tres reactif et patient. Une echange rapide et
precis. Merci Remy!"
7493,0,1.0,0.0,"La fenetre s est ferme avant que je puisse voir la reponse du
conseiller....."
7494,1,0.0,0.0,"Service Chat plus efficace et satisfaisant que le service en
agence "
7497,1,0.0,0.0,tres rapide merci bcp
7502,0,1.0,0.0,"j ai pas eu le temps de lire la fin du chat car je travaille en
meme temps et d un coup la conversation est coupee?!"
7504,1,0.0,0.0,"Apres avoir pose ma question, le conseiller s est deconnecte
sans me repondre !!!! C est inacceptable !!"
7505,1,0.0,0.0,Simple et efficace c est tout ce qu on demande.
7506,1,0.0,0.0,Tres bonne aide 
7507,1,0.0,0.0,"la personne etait tres competente, mais mettait du temps a
repondre. je suppose qu elle devait traiter plusieurs appels en meme temps,
et cela nuit a l interaction. Si la lenteur est due au systeme, alors il
faudrait trouver un moyen de l accelerer."
7508,1,0.0,0.0,"Superbe reactivite, petit bemol sur l application qui necessite
une constante attention pour ne pas se faire deconnecte du chat."
7510,1,0.0,0.0,je n ai pas eu la reponse que je souhaitai avoir
7511,1,0.0,0.0,conseillere au top merci
7514,1,0.0,0.0,"aucune reponse valable et reponses tres longues et
incompletes !!!!! aucun interet"
7515,1,0.0,0.0,Je suis tres satisfaite du chat a chaque fois
7516,0,1.0,0.0,"Juste un peu embetant de devoir se connecter avec ses
identifiants pour acceder au tchat. J avais une simple question d ordre
 general . La reponse de conseiller a ete tres bien : claire et rapide"
7518,1,0.0,0.0,"je n ai pas eu de reponse a ma question
"
7520,1,0.0,0.0,Super
7522,1,0.0,0.0,"Je suis tres satisfaite de ce chat car ma conseillere n est pas
a temps complet et je ne sais jamais quand la joindre. La c est parfait. "
7523,1,0.0,0.0,"des reponses sans solutions, sans explications
"
7525,0,1.0,0.0,"Il est juste dommage que ma conseillere Laure (ce matin) m ait
plante sans raison "
7527,1,0.0,0.0,Tres efficace
7528,1,0.0,0.0,"En tchat avec un conseiller, il coupe notre discussion"
7529,1,0.0,0.0,"Bon retour suite a ma demande
Merci"
7530,1,0.0,0.0,"60 secondes poyur repondre bcp trop court !! meme pas eu le
temps de lire le dernier message
"
7531,1,0.0,0.0,"utilisation du chat pour la 1e fois, tres bon service, rapide et
bons renseignements, merci a solene"
7532,1,0.0,0.0,un service mediocre 
7535,1,0.0,0.0,"Conversation terminee alors que je n ai pas eu de reponse a ma
1ere question et que j avais pas fini ; j avais une autre demande."
7537,1,0.0,0.0,"La fenetre s est fermee avant que j ai pu lire la reponse du
conseille. La conversation a donc ete inutile."
7538,1,0.0,0.0,rapidite efficacite ne changer rien. bonne journee
7539,1,0.0,0.0,"J ai obtenu la reponse a ma question mais je n ai pas resolu le
probleme du paiement Pay Pal car le service Code Secure me demande mon
code... et je n en ai pas c est bien le probleme"
7540,1,0.0,0.0,la conversation a ete coupee
7541,0,1.0,0.0,ras
7542,1,0.0,0.0,"Je suis satisfaite de l aide que la conseillere m a apportee.
Tres cordialement."
7545,1,0.0,0.0,"j ai ete tres bien et tres professionnellement renseigne ET en
un temps record, satisfaction TOTALE"
7547,1,0.0,0.0,sympathique :)
7549,0,1.0,0.0,test
7551,1,0.0,0.0,"Service tres reactif et repondant efficacement aux questions
posees."
7555,1,0.0,0.0,"Ben on m a coupe le chat avant la fin, super !"
7556,0,1.0,0.0,parfait!
7558,0,1.0,0.0,bon chat merci mais service en agence defaillant
7560,1,0.0,0.0,reponse rapide et conseiller efficace
7561,1,0.0,0.0,on raccroche au nez
7563,1,0.0,0.0,tres bien
7564,0,1.0,0.0,"Si ma conseillere ou sa remplacante pouvait se reveiller ca
serait cool... "
7567,1,0.0,0.0,"Impossible de vous contacter et par telephone c est payant !!!
c est vraiment minable !"
7568,1,0.0,0.0,"la messagerie avec ma conseillere n envoie pas mes msg. J ai du
passer par le chat"
7569,1,0.0,0.0,Merci d avoir raccroche F***
7570,0,1.0,0.0,"TEST MOA
"
7571,0,1.0,0.0,"TEST MOA
"
7572,1,0.0,0.0,"Louison a ete tres professionnelle. Je suis vraiment tres
satisfaite !"
7574,0,1.0,0.0,J ai eu de reponses a mes questions
7575,1,0.0,0.0,"Discussion avec le conseiller en charge de la demande qui ne m a
pas apporte l aide souhaitee."
7576,1,0.0,0.0,Conseiller absent !!!!!!!
7577,1,0.0,0.0,"J appellais de la part de mon conjoint, sur un soucis lies a la
CB du compte joint et on a refuse de me donner des reponses. Alors que
c est un compte joint !"
7579,0,1.0,0.0,"un echange agreable et des reponses exacts aux questions poser
"
7584,1,0.0,0.0,"Super service client online et telephone mais agence qui ne
revient pas vers ses clients. ( kleber Paris.). "
7585,0,1.0,0.0,"TEST MOA
"
7586,1,0.0,0.0,JOYEUX NOEL 
7588,1,0.0,0.0,Satisfait de la prestation du service client
7589,1,0.0,0.0,Super et rapide la conseillere 
7590,1,0.0,0.0,merci
7592,1,0.0,0.0,La communucation a coupe
7593,0,1.0,0.0,"Etre a l ecoute de ses clients est le meilleur moyen d ameliorer
vos services."
7594,1,0.0,0.0,Super ! 
7595,1,0.0,0.0,"Conseiller comprehensible, un bon relationnel"
7596,1,0.0,0.0,"Super cool la miss, et rapide en prime !"
7597,0,1.0,0.0,"L attente entre les messages est un peu longue, mais j ai eu la
reponse a mes question"
7599,1,0.0,0.0,"Je n ai pas pu lire la reponse, ca a a ete annulee"
7601,1,0.0,0.0,Rapide et efficace.
7604,0,1.0,0.0,merci
7605,1,0.0,0.0,"J ai jamais eu reponse a mes questions et j ai presque jamais de
solutions ils me renvoient a chaque a l agence ou mon conseiller sachant q
ns avons du mal a communiquer tt en etant a l etranger pour une mission "
7607,1,0.0,0.0,"pas de reponse du conseiller. La requete a ete cloturee sans
meme une reponse."
7609,1,0.0,0.0,"Merci ! rapide, courtoise, tres pro...tout est parfait !!!
20/20"
7610,1,0.0,0.0,"1er essai de chat, experience concluante, merci ! DB"
7611,1,0.0,0.0,rad
7612,1,0.0,0.0,pas de reponse
7615,0,1.0,0.0,la conversation a ete interrompu 
7616,1,0.0,0.0,"le chat s est arr^et des que j ai explique mon probleme...tres
frustant !"
7618,1,0.0,0.0,"Conseiller reactif et competent mais systeme pour recuperer ses
identifiants rester bloque dans le passe ... impossible de recuperer son
numero client par mail ou telephone en 2016 "
7619,1,0.0,0.0,je suis satisfait de votre service.
7620,1,0.0,0.0,"Interface a revoir legerement (lenteur, trop petit, ne peu pas
naviguer sur le site de la banque en meme temps). Une fenetre externe (type
pop-up) serai la bienvenue.

Conseillere  qui reponds bien aux attentes."
7621,1,0.0,0.0,"On n a meme pas attendu la fin de mon message pour couper le
chat."
7622,1,0.0,0.0,"Maxime a ete correcte et tres explicite
"
7623,1,0.0,0.0,un conseiller ne m a pas repondu 
7624,0,1.0,0.0,rien a redire tres bien
7625,0,1.0,0.0,Sympathique 
7626,1,0.0,0.0,Excellent merci
7627,0,1.0,0.0,"Le conseiller m a bien aide sur les questions que je lui ai pose
et a su repondre parfaitement a celle-ci. Merci a lui. "
7628,1,0.0,0.0,"Votre service clientele chat est bien meilleur que celui par
telephone. Ils ont ete incapable de faire par telephone ce qu ils ont fait
par chat."
7629,1,0.0,0.0,conversation cloturee... sans aucune reponse et sans prevenir
7630,1,0.0,0.0,"Conseiller tres pro, de bons conseils, tres sympathique. Echange
parfait ! "
7634,1,0.0,0.0,je vous remercie pour votre agreable service :)
7635,1,0.0,0.0,La conversation a ete coupee avant la fin ! 
7636,1,0.0,0.0,tres bien
7637,1,0.0,0.0,chat conversation coupe sans resolution
7639,1,0.0,0.0,Un tres beau Noel a MELANIE !!!
7640,0,1.0,0.0,"je ne suis pas du tout content avec le service en general du
votre banque."
7642,1,0.0,0.0,Tres agreable et polie.
7643,1,0.0,0.0,"je ne suis pas convaincu d avoir signe pour obtenir le service
terceo !"
7644,1,0.0,0.0,"tres agreablement surpris par la rapidite de reaction et le
professionnalisme"
7645,1,0.0,0.0,Maxime a ete tres patient je le remercie pour ses conseils
7646,0,1.0,0.0,"Difficulte d?acces au guichet en particulier sur Pertuis qui
disposait auparavant de deux agences et qui maintenant sont regroupees en 1
seule avec obligation de prendre 1 rdv.
Nous poussent-on vers des banque en ligne ?"
7648,1,0.0,0.0,super
7649,0,1.0,0.0,C est la conseillere qui a termine la conversation.
7650,1,0.0,0.0,tout a fait satisfaisant .
7651,1,0.0,0.0,"reponses au questions tres reactives, claires, precises et
utiles."
7652,1,0.0,0.0,Efficace
7653,1,0.0,0.0,"Conseiller tres professionnel ! Je regrette de ne pas tomber sur
celui-ci a chacune de mes demandes."
7654,1,0.0,0.0,"Tres disponible , et accueillante "
7656,1,0.0,0.0,"Excellent, un echange rapide et clair. "
7657,1,0.0,0.0,"tres agreable, tres efficace"
7658,0,1.0,0.0,"Mes questions ont ete repondues, j ai recu l aide dont j avais
besoin."
7660,1,0.0,0.0,"Echange cordial, reactif et utile, tres content dans
l ensemble"
7661,1,0.0,0.0,Tout a fait Satisfait
7663,0,1.0,0.0,"activation beneficiaire via cle digitale pas clair du tout: il
faut 4 jours pour avoir activation immediate d apres la personne que j ai
eu sur le chat. "
7664,0,1.0,0.0,J ose esperer que le probleme va se resoudre rapidement.
7665,0,1.0,0.0,"Bien que l avertissement de coupure etait satisfaisant, le
coupure apres la dernier message etait trop vite, je ne pouvais pas le
lire?. Donc je ne sais pas s il confirmait ou non ma question?. :S
"
7666,1,0.0,0.0,On attend toujours Apple Pay
7667,0,1.0,0.0,"Sans avoir la reponse a ma question, la conversation a ete
terminee."
7668,1,0.0,0.0,"echange rapide, courtoise et professionnelle"
7671,1,0.0,0.0,La conseillere a donne des reponses adequates a ma question.
